"jpntop_1000","publisher_id_408","1.0"
"jpntop_637","publisher_id_690","1.0"
"jpntop_505","publisher_id_520","1.0"
"jpntop_542","publisher_id_520","1.0"
"jpntop_65","publisher_id_520","1.0"
"jpntop_555","publisher_id_520","1.0"
"jpntop_427","publisher_id_520","1.0"
"jpntop_163","publisher_id_520","1.0"
"jpntop_655","publisher_id_81","1.0"
"jpntop_200","publisher_id_690","1.0"
"jpntop_730","publisher_id_520","1.0"
"jpntop_519","publisher_id_127","1.0"
"jpntop_57","publisher_id_520","1.0"
"jpntop_957","publisher_id_519","1.0"
"jpntop_722","publisher_id_408","1.0"
"jpntop_237","publisher_id_688","1.0"
"jpntop_85","publisher_id_520","1.0"
"jpntop_805","publisher_id_643","1.0"
"jpntop_941","publisher_id_643","1.0"
"jpntop_421","publisher_id_688","1.0"
"jpntop_126","publisher_id_520","1.0"
"jpntop_377","publisher_id_520","1.0"
"jpntop_172","publisher_id_520","1.0"
"jpntop_788","publisher_id_408","1.0"
"jpntop_630","publisher_id_520","1.0"
"jpntop_71","publisher_id_520","1.0"
"jpntop_110","publisher_id_690","1.0"
"jpntop_171","publisher_id_520","1.0"
"jpntop_259","publisher_id_94","1.0"
"jpntop_483","publisher_id_127","1.0"
"jpntop_205","publisher_id_690","1.0"
"jpntop_712","publisher_id_408","1.0"
"jpntop_810","publisher_id_127","1.0"
"jpntop_309","publisher_id_406","1.0"
"jpntop_487","publisher_id_690","1.0"
"jpntop_486","publisher_id_763","1.0"
"jpntop_787","publisher_id_408","1.0"
"jpntop_600","publisher_id_520","1.0"
"jpntop_133","publisher_id_520","1.0"
"jpntop_88","publisher_id_520","1.0"
"jpntop_524","publisher_id_520","1.0"
"jpntop_870","publisher_id_643","1.0"
"jpntop_994","publisher_id_408","1.0"
"jpntop_182","publisher_id_520","1.0"
"jpntop_207","publisher_id_405","1.0"
"jpntop_462","publisher_id_520","1.0"
"jpntop_342","publisher_id_505","1.0"
"jpntop_593","publisher_id_643","1.0"
"jpntop_257","publisher_id_643","1.0"
"jpntop_417","publisher_id_520","1.0"
"jpntop_589","publisher_id_690","1.0"
"jpntop_531","publisher_id_690","1.0"
"jpntop_333","publisher_id_408","1.0"
"jpntop_590","publisher_id_230","1.0"
"jpntop_355","publisher_id_127","1.0"
"jpntop_512","publisher_id_643","1.0"
"jpntop_725","publisher_id_406","1.0"
"jpntop_253","publisher_id_520","1.0"
"jpntop_280","publisher_id_408","1.0"
"jpntop_912","publisher_id_99","1.0"
"jpntop_556","publisher_id_505","1.0"
"jpntop_17","publisher_id_520","1.0"
"jpntop_938","publisher_id_408","1.0"
"jpntop_867","publisher_id_643","1.0"
"jpntop_747","publisher_id_81","1.0"
"jpntop_970","publisher_id_685","1.0"
"jpntop_903","publisher_id_520","1.0"
"jpntop_829","publisher_id_408","1.0"
"jpntop_162","publisher_id_520","1.0"
"jpntop_167","publisher_id_520","1.0"
"jpntop_146","publisher_id_520","1.0"
"jpntop_142","publisher_id_690","1.0"
"jpntop_583","publisher_id_520","1.0"
"jpntop_565","publisher_id_94","1.0"
"jpntop_525","publisher_id_408","1.0"
"jpntop_605","publisher_id_690","1.0"
"jpntop_436","publisher_id_505","1.0"
"jpntop_584","publisher_id_690","1.0"
"jpntop_506","publisher_id_643","1.0"
"jpntop_714","publisher_id_127","1.0"
"jpntop_156","publisher_id_520","1.0"
"jpntop_598","publisher_id_643","1.0"
"jpntop_737","publisher_id_304","1.0"
"jpntop_848","publisher_id_520","1.0"
"jpntop_818","publisher_id_763","1.0"
"jpntop_15","publisher_id_520","1.0"
"jpntop_754","publisher_id_690","1.0"
"jpntop_338","publisher_id_520","1.0"
"jpntop_869","publisher_id_643","1.0"
"jpntop_706","publisher_id_94","1.0"
"jpntop_517","publisher_id_643","1.0"
"jpntop_753","publisher_id_99","1.0"
"jpntop_783","publisher_id_408","1.0"
"jpntop_258","publisher_id_520","1.0"
"jpntop_546","publisher_id_690","1.0"
"jpntop_645","publisher_id_690","1.0"
"jpntop_489","publisher_id_520","1.0"
