"jpntop_834","Game_List_ID_207","1.0"
"jpntop_185","Game_List_ID_1410","1.0"
"jpntop_489","Game_List_ID_3044","1.0"
"jpntop_376","Game_List_ID_723","1.0"
"jpntop_888","Game_List_ID_2802","1.0"
"jpntop_496","Game_List_ID_1459","1.0"
"jpntop_180","Game_List_ID_569","1.0"
"jpntop_393","Game_List_ID_3275","1.0"
"jpntop_490","Game_List_ID_4379","1.0"
"jpntop_320","Game_List_ID_448","1.0"
"jpntop_923","Game_List_ID_1426","1.0"
"jpntop_691","Game_List_ID_1792","1.0"
"jpntop_669","Game_List_ID_385","1.0"
"jpntop_923","Game_List_ID_286","1.0"
"jpntop_468","Game_List_ID_5556","1.0"
"jpntop_434","Game_List_ID_1178","1.0"
"jpntop_638","Game_List_ID_3108","1.0"
"jpntop_765","Game_List_ID_5717","1.0"
"jpntop_699","Game_List_ID_37","1.0"
"jpntop_631","Game_List_ID_12361","1.0"
"jpntop_809","Game_List_ID_14065","1.0"
"jpntop_673","Game_List_ID_6079","1.0"
"jpntop_828","Game_List_ID_2419","1.0"
"jpntop_699","Game_List_ID_2373","1.0"
"jpntop_912","Game_List_ID_311","1.0"
"jpntop_355","Game_List_ID_741","1.0"
"jpntop_164","Game_List_ID_146","1.0"
"jpntop_960","Game_List_ID_1818","1.0"
"jpntop_139","Game_List_ID_2416","1.0"
"jpntop_866","Game_List_ID_4302","1.0"
"jpntop_142","Game_List_ID_583","1.0"
"jpntop_143","Game_List_ID_457","1.0"
"jpntop_753","Game_List_ID_1442","1.0"
"jpntop_290","Game_List_ID_376","1.0"
"jpntop_797","Game_List_ID_601","1.0"
"jpntop_445","Game_List_ID_1648","1.0"
"jpntop_171","Game_List_ID_1127","1.0"
"jpntop_561","Game_List_ID_6124","1.0"
"jpntop_711","Game_List_ID_5974","1.0"
"jpntop_53","Game_List_ID_455","1.0"
"jpntop_424","Game_List_ID_856","1.0"
"jpntop_809","Game_List_ID_7315","1.0"
"jpntop_393","Game_List_ID_10441","1.0"
"jpntop_253","Game_List_ID_3882","1.0"
"jpntop_472","Game_List_ID_5478","1.0"
"jpntop_624","Game_List_ID_5453","1.0"
"jpntop_89","Game_List_ID_500","1.0"
"jpntop_494","Game_List_ID_2369","1.0"
"jpntop_145","Game_List_ID_917","1.0"
"jpntop_413","Game_List_ID_90","1.0"
"jpntop_650","Game_List_ID_206","1.0"
"jpntop_678","Game_List_ID_3496","1.0"
